date,title,result,odds,date_bet,identifier
2018-01-02T18:01:04.714112,Senátor bude zvolen v 1.kole,ano,2.9,5.1. 14:00,90202
2018-01-02T18:01:04.714112,Senátor bude zvolen v 1.kole,ne,1.3,5.1. 14:00,90202
2018-01-03T06:01:04.105518,Senátor bude zvolen v 1.kole,ano,2.9,5.1. 14:00,90202
2018-01-03T06:01:04.105518,Senátor bude zvolen v 1.kole,ne,1.3,5.1. 14:00,90202
2018-01-03T18:01:03.046435,Senátor bude zvolen v 1.kole,ano,3.58,5.1. 14:00,90202
2018-01-03T18:01:03.046435,Senátor bude zvolen v 1.kole,ne,1.22,5.1. 14:00,90202
2018-01-04T06:01:03.447858,Senátor bude zvolen v 1.kole,ano,3.58,5.1. 14:00,90202
2018-01-04T06:01:03.447858,Senátor bude zvolen v 1.kole,ne,1.22,5.1. 14:00,90202
