
2019-03-13T19:01:05.105857,Šefčovič M.,Ano,6,16.3. 07:00,90873
2019-03-13T19:01:05.105857,Šefčovič M.,Ne,1.06,16.3. 07:00,90873
2019-03-14T07:01:05.138624,Čaputová Z.,Ano,1.26,16.3. 07:00,90872
2019-03-14T07:01:05.138624,Čaputová Z.,Ne,3.15,16.3. 07:00,90872
2019-03-14T07:01:05.138624,Šefčovič M.,Ano,6,16.3. 07:00,90873
2019-03-14T07:01:05.138624,Šefčovič M.,Ne,1.06,16.3. 07:00,90873
2019-03-14T19:01:04.111524,Čaputová Z.,Ano,1.28,16.3. 07:00,90872
2019-03-14T19:01:04.111524,Čaputová Z.,Ne,3.03,16.3. 07:00,90872
2019-03-14T19:01:04.111524,Šefčovič M.,Ano,6,16.3. 07:00,90873
2019-03-14T19:01:04.111524,Šefčovič M.,Ne,1.06,16.3. 07:00,90873
